familia,unidade_geografica,ano,variavel,valor,unidade_medida,selo,nivel_fonte,fonte,metodo,nota
forma_urbana,tete,2000,area_media_manchas_km2_urbano,0.0612,km2,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2000_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=12447. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2005,area_media_manchas_km2_urbano,0.064,km2,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2005_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=18574. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2010,area_media_manchas_km2_urbano,0.0906,km2,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2010_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=26265. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida. 2010 usa Landsat 7 SLC-off (docs/ADR/0005): 26,64% dos pixels da AOI têm menos de 4 observações válidas no composto de estação seca (data/interim/slc_off_2010_cobertura.csv). Métricas derivadas da classificação própria de 2010 (ou de período que usa 2010 como t0/t1) herdam essa cobertura desigual — não é um viés de comissão adicional, é ruído de amostragem de composto que pode inflar heterogeneidade espacial espúria (manchas, densidade de borda, tipologia)."
forma_urbana,tete,2015,area_media_manchas_km2_urbano,0.104,km2,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2015_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=32822. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2020,area_media_manchas_km2_urbano,0.1047,km2,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2020_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=34777. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2025,area_media_manchas_km2_urbano,0.1016,km2,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2025_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=37491. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2005,cagr_pct_ano_desde_2000_assentamento_wsf,3.0332,%/ano,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif","CAGR = (area(2005)/area(2000))^(1/5) - 1, sobre a série WSF acima.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2015,cagr_pct_ano_desde_2000_assentamento_wsf,3.1495,%/ano,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif",CAGR do intervalo inteiro observado pelo WSF: 2000-2015.,"Nota do ADR 0008: 2005-2010 e 2010-2015 têm a mesma mediana de observações da classificação própria (4) e são o trecho menos contaminado por viés de sensor — mas esta linha já é WSF, que não tem esse viés por construção; a nota vale para quem comparar com a série de classificação em paralelo. Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão)."
forma_urbana,tete,2010,cagr_pct_ano_desde_2005_assentamento_wsf,2.587,%/ano,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif","CAGR = (area(2010)/area(2005))^(1/5) - 1, sobre a série WSF acima.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2015,cagr_pct_ano_desde_2010_assentamento_wsf,3.8322,%/ano,observado,A,"WSF Evolution (DLR), 30 m, ano de primeira detecção — data/raw/wsf_evolution_*.tif","CAGR = (area(2015)/area(2010))^(1/5) - 1, sobre a série WSF acima.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2005,concentracao_direcional_r_desde_2000,0.1531,adimensional_0_1,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=4436.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2010,concentracao_direcional_r_desde_2005,0.1052,adimensional_0_1,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=4354.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2015,concentracao_direcional_r_desde_2010,0.1447,adimensional_0_1,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=7513.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2020,concentracao_direcional_r_desde_2015,0.2447,adimensional_0_1,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=3059.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2025,concentracao_direcional_r_desde_2020,0.2616,adimensional_0_1,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=4397.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2000,densidade_borda_m_ha_urbano,0.822,m/ha,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2000_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=12447. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2005,densidade_borda_m_ha_urbano,1.2854,m/ha,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2005_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=18574. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2010,densidade_borda_m_ha_urbano,1.5355,m/ha,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2010_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=26265. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida. 2010 usa Landsat 7 SLC-off (docs/ADR/0005): 26,64% dos pixels da AOI têm menos de 4 observações válidas no composto de estação seca (data/interim/slc_off_2010_cobertura.csv). Métricas derivadas da classificação própria de 2010 (ou de período que usa 2010 como t0/t1) herdam essa cobertura desigual — não é um viés de comissão adicional, é ruído de amostragem de composto que pode inflar heterogeneidade espacial espúria (manchas, densidade de borda, tipologia)."
forma_urbana,tete,2015,densidade_borda_m_ha_urbano,1.8371,m/ha,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2015_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=32822. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2020,densidade_borda_m_ha_urbano,1.8008,m/ha,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2020_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=34777. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2025,densidade_borda_m_ha_urbano,1.8638,m/ha,observado,A,pylandstats 3.1.0 sobre data/processed/imagery/urbano_2025_30m_32736.tif,"Landscape binário (classe=camada, res=30m), pylandstats.Landscape, neighborhood_rule='8' (padrão).","n_pixels_camada=37491. Sensível à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009): comissão tende a inflar n_manchas/densidade_borda e a deprimir tamanho médio de mancha/largest_patch_index — direção declarada, magnitude não corrigida."
forma_urbana,tete,2023,densidade_edificacoes_km2,5253.67,edificacoes_por_km2,observado,A,"Google Open Buildings v3, recorte AOI — data/raw/open_buildings_v3_aoi.csv (ver data/raw/open_buildings_v3_aoi.csv.meta.json)","Google Open Buildings v3, edificações atribuídas ao ponto-sede mais próximo (mesma partição de Voronoi das demais métricas de forma urbana), confidence >= 0,65 (piso do próprio recorte, ver docstring).","Denominador: área construída (classificação própria, ano 2020, urbano+industrial+reassentamento) = 37.7262 km2 — SENSÍVEL à comissão medida (acurácia do usuário 0,27-0,63, ADR 0009) porque o denominador vem da classificação própria, não do WSF."
forma_urbana,tete,2005,direcao_expansao_graus_desde_2000,59.35,graus_a_partir_do_norte,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=4436.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2010,direcao_expansao_graus_desde_2005,199.16,graus_a_partir_do_norte,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=4354.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2015,direcao_expansao_graus_desde_2010,245.16,graus_a_partir_do_norte,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=7513.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2020,direcao_expansao_graus_desde_2015,107.28,graus_a_partir_do_norte,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=3059.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2025,direcao_expansao_graus_desde_2020,102.68,graus_a_partir_do_norte,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Estatística circular (Rayleigh) do ângulo entre o centróide do construído em t0 (na unidade) e cada pixel novo em t1; 0°=Norte, sentido horário, 16 setores de 22,5°. n_pixels_novos=4397.",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2023,dist_media_vizinho_mais_proximo_m,10.6,m,observado,A,"Google Open Buildings v3, recorte AOI — data/raw/open_buildings_v3_aoi.csv (ver data/raw/open_buildings_v3_aoi.csv.meta.json)","Google Open Buildings v3, edificações atribuídas ao ponto-sede mais próximo (mesma partição de Voronoi das demais métricas de forma urbana), confidence >= 0,65 (piso do próprio recorte, ver docstring).","Epoch de Open Buildings v3 aproximado como 2023 (Google não publica data de aquisição por edifício nesta AOI). Não é série temporal — comparável só ao ano informado. Sensível à comissão do mapa (ADR 0009, acurácia do usuário do construído = 0,27-0,63): não interpretar como medição absoluta livre de erro."
forma_urbana,tete,2005,frac_novo_setor_00_desde_2000,0.1731,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 0 = [0.0°, 22.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2010,frac_novo_setor_00_desde_2005,0.0831,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 0 = [0.0°, 22.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2015,frac_novo_setor_00_desde_2010,0.1105,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 0 = [0.0°, 22.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2020,frac_novo_setor_00_desde_2015,0.0637,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 0 = [0.0°, 22.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2025,frac_novo_setor_00_desde_2020,0.0625,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 0 = [0.0°, 22.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2005,frac_novo_setor_01_desde_2000,0.0286,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 1 = [22.5°, 45.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2010,frac_novo_setor_01_desde_2005,0.0632,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 1 = [22.5°, 45.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2015,frac_novo_setor_01_desde_2010,0.0568,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 1 = [22.5°, 45.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2020,frac_novo_setor_01_desde_2015,0.0883,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 1 = [22.5°, 45.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2025,frac_novo_setor_01_desde_2020,0.0635,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 1 = [22.5°, 45.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2005,frac_novo_setor_02_desde_2000,0.1632,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 2 = [45.0°, 67.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2010,frac_novo_setor_02_desde_2005,0.0811,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 2 = [45.0°, 67.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2015,frac_novo_setor_02_desde_2010,0.0522,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 2 = [45.0°, 67.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2020,frac_novo_setor_02_desde_2015,0.0742,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 2 = [45.0°, 67.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2025,frac_novo_setor_02_desde_2020,0.0441,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 2 = [45.0°, 67.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2005,frac_novo_setor_03_desde_2000,0.1459,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 3 = [67.5°, 90.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2010,frac_novo_setor_03_desde_2005,0.1116,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 3 = [67.5°, 90.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2015,frac_novo_setor_03_desde_2010,0.0853,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 3 = [67.5°, 90.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2020,frac_novo_setor_03_desde_2015,0.1847,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 3 = [67.5°, 90.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2025,frac_novo_setor_03_desde_2020,0.1567,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 3 = [67.5°, 90.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2005,frac_novo_setor_04_desde_2000,0.0092,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 4 = [90.0°, 112.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2010,frac_novo_setor_04_desde_2005,0.017,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 4 = [90.0°, 112.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2015,frac_novo_setor_04_desde_2010,0.0228,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 4 = [90.0°, 112.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2020,frac_novo_setor_04_desde_2015,0.0262,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 4 = [90.0°, 112.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2025,frac_novo_setor_04_desde_2020,0.1123,fracao_pixels_novos,observado,A,Classificação própria (urbano ∪ industrial ∪ reassentamento),"Setor 4 = [90.0°, 112.5°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2005,frac_novo_setor_05_desde_2000,0.0095,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 5 = [112.5°, 135.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2010,frac_novo_setor_05_desde_2005,0.0099,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 5 = [112.5°, 135.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
forma_urbana,tete,2015,frac_novo_setor_05_desde_2010,0.0176,fracao_pixels_novos,observado,A,WSF Evolution (DLR) — ano de primeira detecção,"Setor 5 = [112.5°, 135.0°) a partir do Norte, sentido horário, sobre o mesmo vetor centróide-t0 -> pixel-novo-t1 da rosa de expansão (ver métrica direcao_expansao_graus).",Robusta à comissão do mapa (ADR 0009): fonte é o WSF Evolution ou uma métrica declarada robusta a falsos positivos dispersos (direção/tipologia de expansão).
